peptide,gene_short_name,state,pvalue,effect
SESN1|Q9Y6P5-2,SESN1,2,0.0760935208927734,0.0842104747409587
KCNN3|A0A087WYJ0,KCNN3,2,0.324104468723683,0.0500079875471972
FBXL16|Q8N461,FBXL16,2,0.0214681336488135,-0.0550373701166265
NPTX2|P47972,NPTX2,2,0.419583414011058,-0.112356292526075
RPS5|M0R0F0,RPS5,2,0.073983421141714,-0.0500303021107275
KIF5A|Q12840,KIF5A,2,6.52437860948485e-06,-0.102818637482336
PLCD3|Q8N3E9,PLCD3,2,0.948454739249896,-0.0186983383845975
LRPPRC|P42704,LRPPRC,2,0.0166025445331279,-0.0622690434076456
VAC14|Q08AM6,VAC14,2,0.0893747714240481,0.0341171900878258
UPF3B|Q9BZI7,UPF3B,2,0.00026178479434924,0.0746175800719115
ADGRG1|Q9Y653,ADGRG1,2,0.279963595898487,0.0929122273532386
LGI4|Q8N135,LGI4,2,0.947556533093668,0.0199846385693637
C18orf32|Q8TCD1,C18orf32,2,0.973842709680251,0.0145741003493252
ENTPD2|Q9Y5L3,ENTPD2,2,0.405202084920327,0.100237367184748
LRP1|Q07954,LRP1,2,0.802603126104831,0.0194782273250879
BBOX1|O75936,BBOX1,2,0.999508875158199,0.0146820345906321
RPS6KA5|O75582,RPS6KA5,2,0.086142965513378,0.0922731167232076
TRIM9|Q9C026-4,TRIM9,2,0.0014508837325411,-0.0544561537440804
SEPTIN7|Q16181,SEPTIN7,2,0.214295787631735,0.0542182416964625
NF1|P21359-6,NF1,2,0.877403401598683,-0.0117131956970928
IRGQ|Q8WZA9,IRGQ,2,0.865625888534966,-0.0208593829523673
PPEF1|O14829,PPEF1,2,0.349186894925068,-0.0703966933457035
NOCT|Q9UK39,NOCT,2,0.0328252752729928,-0.0624353113359275
BCKDHB|P21953,BCKDHB,2,0.193976686173449,-0.0492301167120302
IGFBP5|P24593,IGFBP5,2,1.36503787717679e-06,0.199400671651692
FDFT1|P37268,FDFT1,2,0.0309473836169336,-0.124835764833733
RPS3|P23396,RPS3,2,0.458894858109518,-0.0218124357479626
ASAP1|Q9ULH1,ASAP1,2,0.918891735676089,0.0169706155358479
CDK17|Q00537,CDK17,2,0.989586634165179,0.00824156545156804
MGLL|Q99685,MGLL,2,0.597990068627366,0.0352231924106954
GNG12|Q9UBI6,GNG12,2,0.302500167517378,0.0521575550691539
SPON1|Q9HCB6,SPON1,2,0.399280430696096,0.0493749801827166
SDC4|P31431,SDC4,2,0.382477323785625,0.082859515759677
CSK|P41240,CSK,2,0.999962521565662,0.00265633060697862
ARMC8|Q8IUR7,ARMC8,2,0.212505270008588,0.0279031192290305
TAGLN3|Q9UI15,TAGLN3,2,0.704401631390985,0.0250720075159015
ACTN4|K7EJH8,ACTN4,2,0.299784121806301,0.0657496729650492
ARHGEF2|V9GYM8,ARHGEF2,2,0.002262686957066,-0.0600555624701162
TTL|Q8NG68,TTL,2,0.214573434553238,-0.0517374260869373
SLC25A46|Q96AG3,SLC25A46,2,0.999999999381769,-0.000295754943863857
DHRS7B|A0A0C4DGQ8,DHRS7B,2,0.217685392572567,-0.0410777040932388
RAB27B|O00194,RAB27B,2,0.000135840089549588,0.187354310688194
MACROD1|Q9BQ69,MACROD1,2,0.537826572157145,0.0502617807817684
PPP1CA|P62136,PPP1CA,2,0.479638928914298,-0.0272722408950972
NDRG2|Q9UN36,NDRG2,2,0.612152037301966,-0.046586692839547
CYRIB|Q9NUQ9,CYRIB,2,0.989385126825925,0.00887846263668296
RPL27A|P46776,RPL27A,2,0.00555306808781653,-0.0706269204699933
SGIP1|Q9BQI5,SGIP1,2,0.99998210003331,-0.00212306338249786
MAPK1|P28482,MAPK1,2,1.38538969185475e-09,0.1272080299049
RASGRF1|Q13972,RASGRF1,2,4.90748314335709e-05,-0.0859784094019242
S100A6|P06703,S100A6,2,0.812633116734233,0.0635143124778725
IDH2|P48735,IDH2,2,0.999479987895128,-0.00722604157315421
RAB3B|P20337,RAB3B,2,0.2982682765101,0.0677687839237343
LRRC4B|Q9NT99,LRRC4B,2,0.115230092022224,-0.0436178522921212
MIGA1|Q8NAN2,MIGA1,2,0.193240218421097,-0.0474768249133526
PDE4A|P27815,PDE4A,2,0.482795715945477,-0.0327260621061519
GNB5|O14775,GNB5,2,0.824301445023231,0.0154977784337476
AGPAT1|Q99943,AGPAT1,2,0.988574569867708,0.0104176177861894
SST|P61278,SST,2,0.999900422465284,-0.0139300037800609
CD44|P16070,CD44,2,0.717372888851866,0.102787959942189
PLCD1|P51178-2,PLCD1,2,0.879706689819212,0.0234439484471885
RPS3A|P61247,RPS3A,2,0.314642556740775,-0.0225563462183533
CNST|Q6PJW8,CNST,2,0.357684475630278,0.037768626722892
NAT8L|Q8N9F0,NAT8L,2,0.374974289722804,-0.0443548184904347
QPRT|Q15274,QPRT,2,0.795194325278165,0.0493396590830085
GPCPD1|Q9NPB8,GPCPD1,2,2.18075127691453e-05,-0.146480097891554
CLPTM1|O96005,CLPTM1,2,0.35719345043945,-0.0267460675341357
PPP5C|H0YDU8,PPP5C,2,0.000291166381074293,0.0420731188576238
SPRED3|Q2MJR0,SPRED3,2,0.980061636793718,-0.0382183236070097
BDH1|Q02338,BDH1,2,0.999998634662983,-0.00254429950680306
RPL3|P39023,RPL3,2,0.999936419494099,0.00281755841851376
AAK1|Q2M2I8,AAK1,2,0.992901996705413,0.00681955369929863
CYRIA|Q9H0Q0,CYRIA,2,0.367978980111503,0.0399421825138577
ESD|P10768,ESD,2,0.000301414152364843,0.0825760160554334
NT5DC1|Q5TFE4,NT5DC1,2,0.633920204004722,-0.0470431638268997
STK39|Q9UEW8,STK39,2,0.97864141689148,0.0114748468422219
KIAA1107|Q9UPP5-2,KIAA1107,2,0.0849509808782943,-0.0504640646412228
DNM1L|O00429-6,DNM1L,2,0.999819050902607,0.00321930302554979
FADS2|O95864,FADS2,2,0.0133698437886168,-0.186591735625981
PRPS2|P11908,PRPS2,2,0.000172869896810313,-0.083911878739584
SNX27|Q96L92,SNX27,2,0.00325895574279411,0.0409330676231722
PDHA1|P08559,PDHA1,2,0.99299426934923,0.00908736793411243
BTN3A3|O00478,BTN3A3,2,0.999999999989769,0.000249372914835434
UGGT1|Q9NYU2,UGGT1,2,0.0519454723169845,0.0273865224506751
MRPL2|Q5T653,MRPL2,2,2.30626739716744e-06,-0.123228046897883
ERI3|O43414,ERI3,2,0.0202716617046644,0.0668330496247172
FAM117B|Q6P1L5,FAM117B,2,0.634825390738503,0.0348759559610502
OLFM1|Q99784,OLFM1,2,0.994634607415533,0.0124658541067708
PLAA|Q9Y263,PLAA,2,0.989030479150419,-0.00602922702308516
DNAJC3|Q13217,DNAJC3,2,0.997622128642403,0.00830033807680302
ARHGAP44|Q17R89,ARHGAP44,2,0.217650121014661,0.0296486189298869
RACK1|P63244,RACK1,2,0.24551615517904,-0.0251332601205742
KALRN|H7BXZ5,KALRN,2,0.00487236997707385,-0.0616654684557209
NDUFB7|P17568,NDUFB7,2,0.995826110302791,-0.0140471193595043
TRIM25|Q14258,TRIM25,2,0.0764209472119313,0.0532178829275524
GON7|Q9BXV9,GON7,2,0.0126151997026915,0.0761493893464759
GRK2|P25098,GRK2,2,0.83289082619654,-0.015825298519603
INF2|Q27J81,INF2,2,0.339314016964787,-0.0573973555841971
TMEM43|Q9BTV4,TMEM43,2,0.955727752366504,0.0156642199181504
ADAM11|O75078,ADAM11,2,0.984326934496799,-0.00995907075394292
AHCYL1|O43865,AHCYL1,2,0.276621295396266,-0.0395787159799725
HSPB6|O14558,HSPB6,2,0.581554498874441,0.0646913989570847
PHYHD1|Q5SRE7,PHYHD1,2,0.997319431570455,0.0221759322701688
KLC2|Q9H0B6,KLC2,2,0.445987248287858,-0.0213765563807941
CTNND1|O60716-3,CTNND1,2,0.331812999196794,-0.0302446555395176
RAP1GDS1|P52306-4,RAP1GDS1,2,0.0699778495789692,0.0514460348881359
CIAO1|O76071,CIAO1,2,0.544057855199663,0.0235255115557214
MAP7D1|Q3KQU3,MAP7D1,2,0.997913553359344,-0.00691298711955718
NRCAM|Q92823,NRCAM,2,0.680887441306078,0.0227298182661296
BDH2|Q9BUT1,BDH2,2,0.855754067234772,-0.0435959433776039
PPM1E|Q8WY54,PPM1E,2,0.683541857188808,-0.0185593149791836
UPF2|Q9HAU5,UPF2,2,2.93093016523471e-09,0.0890428449281867
ASAP2|O43150,ASAP2,2,2.33957675840335e-05,-0.0633537801289975
ATP1A1|P05023,ATP1A1,2,0.982650973499828,-0.0101989042747069
BBS9|Q3SYG4,BBS9,2,0.995014794200944,-0.0134245345740063
MAP2K6|P52564,MAP2K6,2,1.47895602561343e-05,0.084733344629478
SDHD|O14521,SDHD,2,0.180543674308735,0.10702904813509
BCAT2|O15382,BCAT2,2,0.241023047213518,-0.0647174362595345
SDC2|P34741,SDC2,2,0.838129911503409,0.0599350881718828
PRKACB|P22694-9,PRKACB,2,0.301357054002106,-0.0631201978705009
PLCB1|Q9NQ66,PLCB1,2,0.992234211574814,-0.0134381339787431
CLCN3|P51790,CLCN3,2,0.99479351751581,0.00814978516883105
KIFAP3|Q92845,KIFAP3,2,0.987170869613835,0.00960031747399763
GALNT16|Q8N428,GALNT16,2,0.00500973314184538,0.0821550695092982
PDHX|O00330,PDHX,2,0.96943173342823,-0.0126848205066346
PIP5K1C|O60331,PIP5K1C,2,2.90636866853156e-05,0.0631111040916842
PARS2|Q7L3T8,PARS2,2,0.973813730033724,0.0112427367065769
CPLX1|O14810,CPLX1,2,0.795543350570332,0.0399113833460802
MCF2L2|Q86YR7,MCF2L2,2,0.0881023606732594,0.0463184159152193
RENBP|A6NKZ2,RENBP,2,0.162026805711441,-0.0744980314566089
PAIP1|Q9H074,PAIP1,2,0.999999687207813,0.00128186727850135
PSD2|Q9BQI7,PSD2,2,0.99965441729726,-0.00591945446049807
ATP1A2|B1AKY9,ATP1A2,2,0.281137407075376,-0.0364978260095701
DLGAP4|Q9Y2H0,DLGAP4,2,0.0814518265419025,-0.0329531166084141
ATP2B2|Q01814,ATP2B2,2,0.995863298225288,0.0068140105975778
ERBIN|Q96RT1,ERBIN,2,0.861620196021941,-0.0251457389767348
SESTD1|Q86VW0,SESTD1,2,0.978709193023933,-0.0114782860778427
DGKZ|Q13574-3,DGKZ,2,0.00320252700868329,-0.0457721799792163
PSMC4|P43686,PSMC4,2,0.0756165537852632,0.0380727292494041
CLSTN2|Q9H4D0,CLSTN2,2,0.000218963295366303,0.107698743382493
CAPS|K7EL21,CAPS,2,0.867354758844379,0.0746555415157449
CHGA|P10645,CHGA,2,0.000303358615281191,0.186545092755432
ENSA|A6NMQ3,ENSA,2,0.751835663311092,0.0275556338397252
TRIM36|Q9NQ86,TRIM36,2,0.989029720857006,0.0125072885212075
DNAJB11|Q9UBS4,DNAJB11,2,0.740103038491746,0.0206441967517104
SLC25A36|Q96CQ1,SLC25A36,2,0.024337330423034,-0.0605839545953336
GPC5|P78333,GPC5,2,0.956177871154153,0.0293482437167272
RPL18A|Q02543,RPL18A,2,0.999856562624008,-0.00452884737528197
RABIF|P47224,RABIF,2,0.10326892751876,0.0583646595919788
WDR82|Q6UXN9,WDR82,2,0.178330004327167,0.0382170326112012
TRAPPC6B|Q86SZ2,TRAPPC6B,2,0.992769552542496,0.00986075568928117
ARFGAP2|G5E9L0,ARFGAP2,2,0.306214979133408,-0.0287529684510534
VPS25|Q9BRG1,VPS25,2,0.940254289600234,0.0135534778090584
RRM1|P23921,RRM1,2,0.0687466241536792,-0.0636136933898046
MAPK3|P27361,MAPK3,2,3.12538883662228e-12,0.157530134685619
PPP2R2C|Q9Y2T4,PPP2R2C,2,0.983847449852998,-0.0129081105516066
RPS2|P15880,RPS2,2,0.0788349857048798,-0.0370748500248774
KIAA1191|Q96A73,KIAA1191,2,0.0890701603357305,-0.048749942772835
NAA15|Q9BXJ9,NAA15,2,0.406193135970877,-0.103991405127483
CHML|P26374,CHML,2,0.0857657558770537,-0.0561223025818253
KIAA1549L|Q6ZVL6,KIAA1549L,2,0.966175357463064,-0.0152688814392932
CLU|P10909,CLU,2,4.97412686817356e-07,0.185353441347442
ZPR1|O75312,ZPR1,2,0.000206017746557485,-0.0747258029820172
GBF1|Q92538,GBF1,2,0.00767513575942591,-0.0468170252333857
NDUFAF7|Q7L592,NDUFAF7,2,3.3149914296926e-05,-0.105723962188395
AHNAK2|Q8IVF2,AHNAK2,2,0.85994307002962,-0.0341662772823063
HSD17B12|Q53GQ0,HSD17B12,2,0.999134279338526,-0.00952918393008886
PARD3|Q8TEW0,PARD3,2,0.994840322433066,-0.0140181941101808
UBE2D2|P62837,UBE2D2,2,0.999686759043836,0.012087567481072
RTN1|Q16799-3,RTN1,2,0.272387718725252,0.0977797263777073
EPN3|Q9H201,EPN3,2,0.973089732781293,0.0437388210076327
ABCG1|P45844,ABCG1,2,0.762943700208443,0.0626148231033626
ORAI2|Q96SN7,ORAI2,2,0.999971349707375,-0.00524389802003897
RAB5C|P51148,RAB5C,2,0.992961308426624,0.00715612424659213
ERO1A|Q96HE7,ERO1A,2,0.991575661428725,0.00812638157108497
PPT1|P50897,PPT1,2,0.0508789468419295,0.0797420986100735
ECPAS|J3KN16,ECPAS,2,0.0288747057862925,-0.0362875954399889
L2HGDH|Q9H9P8,L2HGDH,2,0.635606083564998,-0.0309526995016982
DOCK3|Q8IZD9,DOCK3,2,0.987846509580431,-0.0086365327029512
R3HDM2|B5MCU0,R3HDM2,2,8.33868973870722e-09,-0.131184021093187
CPNE4|Q96A23,CPNE4,2,0.675884287766032,0.02842958801842
AIDA|Q96BJ3,AIDA,2,0.00122218414249098,0.0486785703204234
PIP5K1A|A6PW57,PIP5K1A,2,0.81597342801004,0.0222718191838859
BMPR1A|P36894,BMPR1A,2,0.759178986633214,0.0627347515512357
RANGAP1|P46060,RANGAP1,2,0.141140417362657,0.0408733796679147
ITPRID2|E9PHV5,ITPRID2,2,0.995157035913336,-0.0171893272570007
CSTB|P04080,CSTB,2,0.0291325318987107,0.0557827118350266
HGF|P14210,HGF,2,0.999992754049534,-0.00779595930174081
OSBPL8|Q9BZF1,OSBPL8,2,0.982168241697885,-0.00799389035377138
SLC4A10|Q6U841,SLC4A10,2,0.0264575512402403,-0.095894385107525
OSBPL3|Q9H4L5,OSBPL3,2,0.0489485631834442,-0.0590213391588331
KIF13B|Q9NQT8,KIF13B,2,0.994081602780192,-0.00969295108601771
PDE4DIP|A0A087WVF8,PDE4DIP,2,0.999902182251903,-0.00822239769099575
SAFB2|Q14151,SAFB2,2,0.896088616279205,0.0242454511783089
ABCC10|Q5T3U5,ABCC10,2,0.999999998797209,0.00202302106550634
RPL12|P30050,RPL12,2,0.94011843468644,-0.0118881632986512
DBI|B8ZWD1,DBI,2,0.00143031241163949,0.139789543354974
SPIRE1|Q08AE8-2,SPIRE1,2,0.00040937911216643,0.0471784583034414
STX1A|Q16623,STX1A,2,0.180337576868603,0.0561385915580406
ACAP3|Q96P50,ACAP3,2,0.852183376097162,-0.0208033942419285
ARPP19|P56211,ARPP19,2,0.99501059499974,-0.0172157134983587
UPF1|Q92900,UPF1,2,7.97961979825956e-08,0.0571506103716452
ATXN10|Q9UBB4,ATXN10,2,0.930702485762896,-0.0174276167734171
UNC119B|A6NIH7,UNC119B,2,0.999997732256146,0.00190818962856511
SYT12|Q8IV01,SYT12,2,0.706053115885748,-0.0343665016208733
SPATA5|Q8NB90,SPATA5,2,0.998868302478739,0.0107750344481185
SDHC|Q99643,SDHC,2,0.999891266074785,0.00847696008659718
AATK|Q6ZMQ8,AATK,2,0.519700857848127,-0.0298553946729283
PORCN|Q9H237,PORCN,2,0.550242854488344,-0.0679147739283222
FABP7|O15540,FABP7,2,0.287008860823194,0.0916242523155109
RPS16|P62249,RPS16,2,0.14408290458659,-0.0270761142762691
PDHB|P11177,PDHB,2,0.211313789386261,0.0448399399040299
CSNK1E|P49674,CSNK1E,2,1.30476282538261e-05,0.0670179676117392
TP53RK|Q96S44,TP53RK,2,0.99384901581436,-0.00870490742359062
LMAN2|Q12907,LMAN2,2,0.75789068064013,0.0204665727876259
GAR1|Q9NY12,GAR1,2,0.890034176242598,0.0208560281933225
GYG2|O15488,GYG2,2,0.441819908505793,0.0711456233106071
ARC|Q7LC44,ARC,2,0.978299743689929,-0.0157020075221513
NECTIN1|Q15223,NECTIN1,2,0.285408405354129,0.0375262392304799
SYNM|O15061,SYNM,2,0.855306165275868,0.0378745955610728
AMD1|P17707,AMD1,2,0.080580616663856,0.1166962667028
LPIN1|Q14693,LPIN1,2,0.825533325892207,0.0280122102022856
SMPD3|Q9NY59,SMPD3,2,0.951508676366733,0.012258029085542
RPS19|P39019,RPS19,2,0.248774903183,-0.027993694206094
SLC5A3|P53794,SLC5A3,2,0.185671203086334,0.110426475500819
CLDN10|P78369,CLDN10,2,0.0340595114768837,0.127108683300284
STMN3|Q9NZ72,STMN3,2,0.652197987956961,0.0365026600461174
PRAF2|O60831,PRAF2,2,0.284395746281585,-0.0448436223437979
TSTA3|Q13630,TSTA3,2,0.997218126700741,-0.00826956685546484
CSNK1D|P48730,CSNK1D,2,0.565169340876882,0.0445576035681112
STAT6|P42226,STAT6,2,0.999997667415707,-0.00235183632099917
RGS7|P49802,RGS7,2,0.993468425063266,-0.0069007851272706
GJA1|P17302,GJA1,2,0.456140309343764,0.066436606361312
AKAP12|Q02952,AKAP12,2,0.00101116887855257,0.0782008319113354
ATP11C|A0A067XG54,ATP11C,2,0.875386825446926,0.0684746108442271
ATAD1|Q8NBU5,ATAD1,2,0.223359769928582,-0.038089405911588
GAB2|Q9UQC2,GAB2,2,0.171464390947952,-0.040399499750981
SNTA1|Q13424,SNTA1,2,0.99993219032528,-0.00463029395519982
STX16|O14662,STX16,2,0.00121965415057657,0.0696886200391137
ABR|Q12979,ABR,2,0.792924964430207,0.0222336544407559
PAK1|Q13153,PAK1,2,0.000319809287290362,0.0774923945872361
EIF4G1|Q04637,EIF4G1,2,0.999516448779137,-0.00352489537842421
PURG|Q9UJV8,PURG,2,0.00756410058397516,-0.0732345597110718
RPL24|P83731,RPL24,2,0.999999999999147,0.000146377609926251
EIF2B4|Q9UI10-2,EIF2B4,2,0.806433288824672,-0.016116425080905
LARP1|Q6PKG0,LARP1,2,0.993818193201245,0.00661546431887262
DNMT1|P26358,DNMT1,2,0.997658909216554,0.0131451341144369
PAM|P19021,PAM,2,9.87069774360805e-06,0.10772648960041
RAC1|P63000,RAC1,2,0.999866171739625,0.00573738150421121
NPEPPS|E9PLK3,NPEPPS,2,2.58890686666291e-11,0.0971153703656749
ITGAX|P20702,ITGAX,2,0.299142730249603,-0.0804815397352129
CSRP1|P21291,CSRP1,2,0.990035261951981,0.0167514860439851
RALA|P11233,RALA,2,0.0177748823546177,0.0497456351672209
BACE1|P56817,BACE1,2,0.665500565785902,0.0397795325340727
PRKAB2|O43741,PRKAB2,2,0.00390418462322695,0.133324967737546
RPL9|P32969,RPL9,2,0.78623583160917,-0.0167621520618337
CROCC|H7C117,CROCC,2,0.382356697532247,0.0770228531371447
CCK|P06307,CCK,2,0.000467094203355001,0.145778518231831
RGCC|Q9H4X1,RGCC,2,0.00970381004967458,0.161723784777997
BNIP3|B4DHJ7,BNIP3,2,0.975222361727399,0.0198880401054718
TPP2|P29144,TPP2,2,0.0291772716209102,-0.0521505333953248
IPO5|O00410,IPO5,2,0.00618044624024972,0.0571378679384763
XPNPEP3|Q9NQH7,XPNPEP3,2,0.960607660177119,-0.0166026790204152
CCDC120|Q96HB5-4,CCDC120,2,0.234870507619287,-0.0545581997985789
METTL7B|Q6UX53,METTL7B,2,0.999973495751286,-0.0065962071671436
SH3GL1|Q99961,SH3GL1,2,0.102104986651915,0.0561627294164341
CAPNS1|P04632,CAPNS1,2,0.251544464407977,0.0377541333163954
GOLGA7|Q7Z5G4,GOLGA7,2,0.99955856263568,0.00752911183859496
AGFG2|O95081,AGFG2,2,0.909786467120668,0.0175169474783135
SAT2|Q96F10,SAT2,2,0.963775082282876,0.0502347221035526
CCSAP|Q6IQ19,CCSAP,2,0.000981935652714316,0.102621163140368
DOCK4|Q8N1I0,DOCK4,2,4.09635361462435e-05,-0.0665107135439472
FBXO31|Q5XUX0,FBXO31,2,0.284066377906928,0.0374982722006512
RPL5|P46777,RPL5,2,0.932044751618619,0.0111566576435948
GPM6B|Q13491-4,GPM6B,2,1.19396265388927e-05,0.115839109064675
MRPS21|P82921,MRPS21,2,0.694582078949908,-0.0621011434561606
CLCN7|P51798,CLCN7,2,0.163155426087888,-0.0420801685666311
SPATA5L1|Q9BVQ7,SPATA5L1,2,0.197674538153352,-0.0639423891083753
TIMM8B|G3XAN8,TIMM8B,2,0.00765300591257656,-0.0851734026159224
DAPK1|P53355,DAPK1,2,0.999934623038107,-0.0038295704774238
NT5E|P21589,NT5E,2,0.952593756625544,-0.0283201594401929
ANKRD28|O15084,ANKRD28,2,0.967847747562898,-0.00962097828600433
NCALD|P61601,NCALD,2,0.999999861496629,0.00188512422279397
NARS1|O43776,NARS1,2,0.966469558254638,-0.0103666257138672
NUCB1|Q02818,NUCB1,2,0.0344900477471902,-0.0452786890271838
HERPUD2|Q9BSE4,HERPUD2,2,0.679204557520149,-0.0434803166124465
PODXL|O00592,PODXL,2,0.661237360154664,-0.0365528515420189
OPA3|Q9H6K4,OPA3,2,0.73667408155705,-0.0272966015656605
CNNM3|Q8NE01,CNNM3,2,0.299319537232763,0.0381913935510175
