peptide,gene_short_name,state,pvalue,effect
PLAA|Q9Y263,PLAA,2,0.314683754104472,-0.0236017200285196
DNAJC3|Q13217,DNAJC3,2,0.775082298693906,0.0249120404367156
ARHGAP44|Q17R89,ARHGAP44,2,0.00108451709867574,-0.0452439362708211
RACK1|P63244,RACK1,2,0.772303333923161,-0.0179967092767033
KALRN|H7BXZ5,KALRN,2,0.988228060409589,-0.00896657077786084
NDUFB7|P17568,NDUFB7,2,0.319537241627157,-0.0780028736397508
TRIM25|Q14258,TRIM25,2,0.997813763189639,-0.0104357341509122
GON7|Q9BXV9,GON7,2,0.367242308493579,-0.0536128582109055
GRK2|P25098,GRK2,2,0.964171343800307,-0.0109354643541067
INF2|Q27J81,INF2,2,0.935302047750542,0.0312966425104403
TMEM43|Q9BTV4,TMEM43,2,0.485619691046743,0.0486365757709692
ADAM11|O75078,ADAM11,2,0.999980384851827,-0.00162175770806541
AHCYL1|O43865,AHCYL1,2,0.769182898683555,-0.0377155997895958
HSPB6|O14558,HSPB6,2,0.574816602308144,0.0921672246720336
PHYHD1|Q5SRE7,PHYHD1,2,0.999765379136839,0.011665707820873
KLC2|Q9H0B6,KLC2,2,0.983383694452645,-0.00674079186967314
CTNND1|O60716-3,CTNND1,2,0.989057729862591,0.0106535106129791
RAP1GDS1|P52306-4,RAP1GDS1,2,0.120535866969467,-0.0571470747190819
CIAO1|O76071,CIAO1,2,0.970978600084623,-0.0129443759750835
MAP7D1|Q3KQU3,MAP7D1,2,0.927752487425397,0.0140655938595247
NRCAM|Q92823,NRCAM,2,0.0221964646613777,-0.0634141323134424
BDH2|Q9BUT1,BDH2,2,0.636603461395212,-0.0719535572601288
PPM1E|Q8WY54,PPM1E,2,0.831564156477804,-0.0258790781314007
UPF2|Q9HAU5,UPF2,2,0.207894465263535,-0.0415630489585377
ASAP2|O43150,ASAP2,2,0.114156158005444,0.0447810447422989
ATP1A1|P05023,ATP1A1,2,0.844037209826306,-0.0206613228387068
BBS9|Q3SYG4,BBS9,2,0.978756077580309,0.0232224582247755
MAP2K6|P52564,MAP2K6,2,0.877549512251289,-0.0228862715835273
SDHD|O14521,SDHD,2,0.373842016339706,-0.137408130002199
BCAT2|O15382,BCAT2,2,0.437076178482264,0.099076046355462
SDC2|P34741,SDC2,2,0.0384138123834058,-0.219588730393427
PRKACB|P22694-9,PRKACB,2,0.999891401089533,-0.00704257438960249
PLCB1|Q9NQ66,PLCB1,2,0.799432447531448,-0.0248477579404874
CLCN3|P51790,CLCN3,2,0.650820770497952,-0.0244426816819591
KIFAP3|Q92845,KIFAP3,2,0.0660673417386632,-0.0653668221082642
GALNT16|Q8N428,GALNT16,2,0.997166526670891,-0.0122755482167277
PDHX|O00330,PDHX,2,0.988305320727195,-0.0101823049393056
PIP5K1C|O60331,PIP5K1C,2,0.000895860702214812,-0.0765135090916748
PARS2|Q7L3T8,PARS2,2,0.691216995489365,0.0301187324694038
CPLX1|O14810,CPLX1,2,0.107651387109844,-0.131433153937439
MCF2L2|Q86YR7,MCF2L2,2,0.995505668947231,-0.0128704928042504
RENBP|A6NKZ2,RENBP,2,0.999446815680741,-0.010741266996002
PAIP1|Q9H074,PAIP1,2,0.504916419345072,-0.0522457544477012
PSD2|Q9BQI7,PSD2,2,0.677923093131018,0.0356315227386914
ATP1A2|B1AKY9,ATP1A2,2,0.995374199529633,-0.0106048458965972
DLGAP4|Q9Y2H0,DLGAP4,2,0.977999935616526,-0.0115961266450568
ATP2B2|Q01814,ATP2B2,2,0.232125972185551,-0.0437906119343835
ERBIN|Q96RT1,ERBIN,2,0.999999928878512,-0.00067519499917729
SESTD1|Q86VW0,SESTD1,2,0.649491187383269,0.0279975476876898
DGKZ|Q13574-3,DGKZ,2,0.999280874388196,0.00504352118331309
PSMC4|P43686,PSMC4,2,0.197726090348687,-0.0515454214051972
CLSTN2|Q9H4D0,CLSTN2,2,0.999999250016032,-0.00143116642075056
CAPS|K7EL21,CAPS,2,0.549852491802004,-0.148367119187821
CHGA|P10645,CHGA,2,0.0317805033267046,-0.167840541079259
ENSA|A6NMQ3,ENSA,2,0.85455685571347,-0.0221600148207903
TRIM36|Q9NQ86,TRIM36,2,0.997098202951726,-0.00829423805071743
DNAJB11|Q9UBS4,DNAJB11,2,0.999448876971755,-0.00492029430454499
SLC25A36|Q96CQ1,SLC25A36,2,0.999922537636404,0.0045316872171271
GPC5|P78333,GPC5,2,0.999816764308479,0.00804221665132987
RPL18A|Q02543,RPL18A,2,0.061617323485151,-0.0862627935314789
RABIF|P47224,RABIF,2,0.999998039892998,-0.00199106892230358
WDR82|Q6UXN9,WDR82,2,0.997516495484147,-0.00667144547863449
TRAPPC6B|Q86SZ2,TRAPPC6B,2,0.00325396585452198,-0.122708337271599
ARFGAP2|G5E9L0,ARFGAP2,2,0.341678356750128,-0.0363480855248922
VPS25|Q9BRG1,VPS25,2,0.996360272228772,-0.00676411215656955
RRM1|P23921,RRM1,2,0.9947976265451,0.0153458810378185
MAPK3|P27361,MAPK3,2,0.039881793300653,-0.091868672611042
PPP2R2C|Q9Y2T4,PPP2R2C,2,0.998478227475292,-0.00745462715368353
RPS2|P15880,RPS2,2,0.618487567627227,-0.0322948511186874
KIAA1191|Q96A73,KIAA1191,2,0.273720252103246,-0.0519814486066402
NAA15|Q9BXJ9,NAA15,2,0.995405569748215,-0.0349534500114063
CHML|P26374,CHML,2,0.983960883289332,0.0165173411375365
KIAA1549L|Q6ZVL6,KIAA1549L,2,0.985854041760398,-0.0126240315462647
CLU|P10909,CLU,2,0.748455789831792,-0.0544441911968052
ZPR1|O75312,ZPR1,2,0.504150630062169,0.0342080170868811
GBF1|Q92538,GBF1,2,0.90358873905289,-0.0231174559615706
NDUFAF7|Q7L592,NDUFAF7,2,0.999330355058878,0.00806587666205759
AHNAK2|Q8IVF2,AHNAK2,2,0.997767378111534,0.01219880362833
HSD17B12|Q53GQ0,HSD17B12,2,0.748137150061904,0.0397330225720904
PARD3|Q8TEW0,PARD3,2,0.14475565745914,0.0996594294674333
UBE2D2|P62837,UBE2D2,2,0.472966960726994,-0.108730446407786
RTN1|Q16799-3,RTN1,2,0.0689349097083068,-0.229688808670369
EPN3|Q9H201,EPN3,2,0.861493435570529,0.0828347063286455
ABCG1|P45844,ABCG1,2,0.994083989859082,-0.0282082943498909
ORAI2|Q96SN7,ORAI2,2,0.756054517555936,-0.041185947204889
RAB5C|P51148,RAB5C,2,0.597473670935398,-0.0269533562752813
ERO1A|Q96HE7,ERO1A,2,0.329685242228351,-0.0328522705511361
PPT1|P50897,PPT1,2,0.939239993319341,-0.0278885024964704
ECPAS|J3KN16,ECPAS,2,0.376205926905393,-0.0393530959023582
L2HGDH|Q9H9P8,L2HGDH,2,0.960877144112579,-0.0214826961863888
DOCK3|Q8IZD9,DOCK3,2,0.99227405021034,0.00920365322148251
R3HDM2|B5MCU0,R3HDM2,2,0.96270814215061,0.0228992082678354
CPNE4|Q96A23,CPNE4,2,0.995190129643646,-0.00888711353617538
AIDA|Q96BJ3,AIDA,2,0.143698992684331,-0.0527492629887549
PIP5K1A|A6PW57,PIP5K1A,2,0.568681967664747,-0.0441299620523581
BMPR1A|P36894,BMPR1A,2,0.996087459543536,-0.0207098559534705
RANGAP1|P46060,RANGAP1,2,0.0450093279834254,-0.063430843368894
ITPRID2|E9PHV5,ITPRID2,2,0.294298335509217,0.0886198341343157
CSTB|P04080,CSTB,2,0.944642680664093,-0.0170388719603737
HGF|P14210,HGF,2,0.976242494330572,-0.0455528362169737
OSBPL8|Q9BZF1,OSBPL8,2,0.984856986726324,0.00848008759295102
SLC4A10|Q6U841,SLC4A10,2,0.939473484898244,-0.0328043366309137
OSBPL3|Q9H4L5,OSBPL3,2,0.451830200672505,0.0385974825972302
KIF13B|Q9NQT8,KIF13B,2,0.999348284678793,-0.00544735803053926
PDE4DIP|A0A087WVF8,PDE4DIP,2,0.999910529817968,-0.00639687095364564
SAFB2|Q14151,SAFB2,2,0.558662372061939,-0.0400702944664304
ABCC10|Q5T3U5,ABCC10,2,0.866193570430595,-0.123509714953582
RPL12|P30050,RPL12,2,0.996149600677147,0.00664213398776839
DBI|B8ZWD1,DBI,2,0.678977114086499,-0.0581491386679699
SPIRE1|Q08AE8-2,SPIRE1,2,0.981734629597273,0.00784889528687555
STX1A|Q16623,STX1A,2,0.0355861277520071,-0.0957407282057662
ACAP3|Q96P50,ACAP3,2,0.799623792544543,0.0306457857726366
ARPP19|P56211,ARPP19,2,0.329932249299673,-0.0858320335804053
UPF1|Q92900,UPF1,2,0.342430857437902,-0.022270675740515
ATXN10|Q9UBB4,ATXN10,2,0.376605078310795,-0.058499031151099
UNC119B|A6NIH7,UNC119B,2,0.450547084094515,0.0396712955785481
SYT12|Q8IV01,SYT12,2,0.658179893933327,-0.0436435657540202
SPATA5|Q8NB90,SPATA5,2,0.0221449062456011,0.106595004218788
SDHC|Q99643,SDHC,2,0.999994834040627,-0.00336608429104018
AATK|Q6ZMQ8,AATK,2,0.597997674591387,0.0321826227112747
PORCN|Q9H237,PORCN,2,0.745162599895382,-0.0697559850190721
FABP7|O15540,FABP7,2,0.827345265433205,-0.0722860498447514
RPS16|P62249,RPS16,2,0.10738509231581,-0.0390345452455709
PDHB|P11177,PDHB,2,0.00437448810764818,-0.0833351433125378
CSNK1E|P49674,CSNK1E,2,0.0457120175245993,-0.0528227260426885
TP53RK|Q96S44,TP53RK,2,0.999977622336725,-0.00261439708778642
LMAN2|Q12907,LMAN2,2,0.672785725505991,-0.030134801578173
GAR1|Q9NY12,GAR1,2,0.212855699805759,-0.0356701700136733
GYG2|O15488,GYG2,2,0.998294310982513,0.0179219832486184
ARC|Q7LC44,ARC,2,0.881068095436249,-0.026130861900696
NECTIN1|Q15223,NECTIN1,2,0.690547482948617,-0.0313288274097045
SYNM|O15061,SYNM,2,0.998386983893995,-0.0174948762075382
AMD1|P17707,AMD1,2,0.903463478610365,0.0629203542589846
LPIN1|Q14693,LPIN1,2,0.510168966492721,0.0467205859160846
SMPD3|Q9NY59,SMPD3,2,0.922342653218591,0.0149787209061564
RPS19|P39019,RPS19,2,0.997882970166443,0.00553456187866569
SLC5A3|P53794,SLC5A3,2,0.528809444966139,-0.113251910271468
CLDN10|P78369,CLDN10,2,0.785505490637544,-0.0718705961253112
STMN3|Q9NZ72,STMN3,2,0.999634078428241,0.00695311855644742
PRAF2|O60831,PRAF2,2,0.514814304900948,-0.040794932166733
TSTA3|Q13630,TSTA3,2,0.818736130518754,-0.0367348105742397
CSNK1D|P48730,CSNK1D,2,0.935174742582218,-0.0249323905418753
STAT6|P42226,STAT6,2,0.983870857046867,-0.0149631935315026
RGS7|P49802,RGS7,2,0.965675515474324,0.0114607923055302
GJA1|P17302,GJA1,2,0.768931990819245,-0.0624382593474845
AKAP12|Q02952,AKAP12,2,0.0210200811369733,-0.0716151184232777
ATP11C|A0A067XG54,ATP11C,2,0.999997755486659,-0.00555994136834626
ATAD1|Q8NBU5,ATAD1,2,0.996619299378523,-0.0064345420323948
GAB2|Q9UQC2,GAB2,2,0.61259412601762,-0.0317891474421116
SNTA1|Q13424,SNTA1,2,0.939934205387654,0.0229587195052157
STX16|O14662,STX16,2,0.910000015936102,-0.0169211602829851
ABR|Q12979,ABR,2,0.281035245165929,-0.0331093769160312
PAK1|Q13153,PAK1,2,0.00247931892773845,-0.0844425069650947
EIF4G1|Q04637,EIF4G1,2,0.0563249816664687,-0.0380060914517779
PURG|Q9UJV8,PURG,2,0.986045451908622,0.0130197740106318
RPL24|P83731,RPL24,2,0.67783541598996,-0.0449447729457325
EIF2B4|Q9UI10-2,EIF2B4,2,0.671178419566623,0.0259695760799136
LARP1|Q6PKG0,LARP1,2,0.380987808385803,-0.0273304270719964
DNMT1|P26358,DNMT1,2,0.990155976590074,-0.0198899223036594
PAM|P19021,PAM,2,0.102937007052094,-0.087005546850405
RAC1|P63000,RAC1,2,0.231299431684141,-0.0643738715338515
NPEPPS|E9PLK3,NPEPPS,2,0.0300451110381846,-0.0523492326110234
ITGAX|P20702,ITGAX,2,0.765332158325301,0.0589166883231382
CSRP1|P21291,CSRP1,2,0.999999806329782,-0.00121996322570218
RALA|P11233,RALA,2,0.764600114641162,-0.0234104157225026
BACE1|P56817,BACE1,2,0.999999897714238,0.000792314932864913
PRKAB2|O43741,PRKAB2,2,0.0641195368230251,-0.103392808084064
RPL9|P32969,RPL9,2,0.160492712312128,-0.0425268865025547
CROCC|H7C117,CROCC,2,0.814764833848525,0.052615989386307
CCK|P06307,CCK,2,0.0968340014022778,-0.101189345991418
RGCC|Q9H4X1,RGCC,2,0.804923822844618,0.0610999365919429
BNIP3|B4DHJ7,BNIP3,2,0.989453522675018,0.0159663402101923
TPP2|P29144,TPP2,2,0.999999696279525,0.000880283274842686
IPO5|O00410,IPO5,2,0.00231315260687004,-0.106502062299592
XPNPEP3|Q9NQH7,XPNPEP3,2,0.986039926573826,0.0218400348901711
CCDC120|Q96HB5-4,CCDC120,2,0.695324107030566,0.0618015601877396
METTL7B|Q6UX53,METTL7B,2,0.994355073699813,-0.0231507687818096
SH3GL1|Q99961,SH3GL1,2,0.118009815196285,-0.0685464553796021
CAPNS1|P04632,CAPNS1,2,0.388658084880512,-0.0451173479146267
GOLGA7|Q7Z5G4,GOLGA7,2,0.99807053939543,-0.00977661234615483
AGFG2|O95081,AGFG2,2,0.983902841385841,0.0146648118456166
SAT2|Q96F10,SAT2,2,0.538215476423807,0.138613233896092
CCSAP|Q6IQ19,CCSAP,2,0.705673801224595,-0.0460021063380766
DOCK4|Q8N1I0,DOCK4,2,0.998375437742412,0.00737974048515654
FBXO31|Q5XUX0,FBXO31,2,0.39540903426957,0.058695824738014
RPL5|P46777,RPL5,2,0.00139492682373921,-0.0829682084207501
GPM6B|Q13491-4,GPM6B,2,0.0210138240902245,-0.103872354339981
MRPS21|P82921,MRPS21,2,0.99999647096791,0.00327760449163564
CLCN7|P51798,CLCN7,2,0.0252610715015468,0.0955537867319005
SPATA5L1|Q9BVQ7,SPATA5L1,2,0.978821599837937,-0.0207128153262674
TIMM8B|G3XAN8,TIMM8B,2,0.96427504495446,0.0241116403550478
DAPK1|P53355,DAPK1,2,0.994774701924368,-0.00869231628498499
NT5E|P21589,NT5E,2,0.990122513757241,0.019964540654716
ANKRD28|O15084,ANKRD28,2,0.972970963681694,0.0109298567240317
NCALD|P61601,NCALD,2,0.999999338618673,0.00154719891157518
NARS1|O43776,NARS1,2,0.00392478070964841,-0.0892673361990356
NUCB1|Q02818,NUCB1,2,0.997304420689406,-0.00893894637967713
HERPUD2|Q9BSE4,HERPUD2,2,0.330984110655594,-0.074009804362051
PODXL|O00592,PODXL,2,0.998486954991221,0.00997160848683032
OPA3|Q9H6K4,OPA3,2,0.99999988096944,-0.000683577120437644
CNNM3|Q8NE01,CNNM3,2,0.994595794166246,0.0121248214982833
